video_id,title,channel_title,views,likes,dislikes,ratings_disabled,latest_trend_year,latest_trend_month,latest_trend_day,num_trend_days
CJRw18MtRPg,Whats inside a Mexican Jumping Bean?,What's Inside?,3323467,40519.0,7487.0,False,2018,5,30,24
CJzaYLc4pPY,NF - NO NAME,NFVEVO,4007147,191236.0,3682.0,False,2018,1,26,7
CMA2iF6RuXk,Fergie's national anthem draws criticism | ESPN,ESPN,2762839,14362.0,37877.0,False,2018,2,20,1
CP5Ro3oy-ec,Longest Snake On Earth Eats A Deer Whole | Wildest Islands Of Indonesia,Discovery UK,4996413,28491.0,3306.0,False,2018,4,7,13
CQQit01HHLY,BLIND GIRL DOES MY MAKEUP ft. MOLLY BURKE,James Charles,4444686,221365.0,3505.0,False,2018,5,30,14
CUNq2_VjRn4,Lucas the Spider - Encore,Lucas the Spider,9001804,377623.0,7464.0,False,2018,4,20,15
CX11yw6YL1w,Céline Dion - Ashes (from the Deadpool 2 Motion Picture Soundtrack),CelineDionVEVO,27039153,564493.0,12675.0,False,2018,5,29,22
CY8E6N5Nzec,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,Marshmello,15208321,592538.0,7293.0,False,2018,2,18,9
CZkUNPBlJIQ,Carpool Karaoke w/ Adam Levine,The Late Late Show with James Corden,7701371,179872.0,2979.0,False,2018,6,5,11
CahQhevkcCM,We Mastered That Shiny Dirt Ball,BuzzFeedVideo,4227252,100981.0,13015.0,False,2018,6,13,10
CbWP9nvnRhw,The Pun Challenge!?,nigahiga,3673170,212212.0,4165.0,False,2018,5,14,14
CeCgsmTjHjk,SHANE DAWSON AND RYLAND DO MY MAKEUP,James Charles,4789480,292738.0,6004.0,False,2018,4,18,13
CokyUUrx18w,YOUTUBERS REACT TO WALMART YODEL BOY,FBE,3552320,77211.0,4396.0,False,2018,4,18,2
CxGUmtRLm5g,Budweiser 2018 Super Bowl Commercial | “Stand By You”,Budweiser,9293828,20467.0,5000.0,False,2018,2,2,5
CzmIrPvIzxk,Honest Trailers - The Emoji Movie,Screen Junkies,2819213,54017.0,1734.0,False,2017,11,28,6
D-pKeb6Wf4U,Marshmello - LoVe U (Official Music Video),marshmello,3662495,169521.0,5681.0,False,2018,1,12,5
D18e8aU-UWs,"Sia, David Guetta & Afrojack - Helium (Sia vs. David Guetta & Afrojack)",SiaVEVO,4005064,121553.0,2672.0,False,2018,2,1,7
D7plDibrP1U,Father on worst nightmare of daughter trapped in school during shooting,CBS News,2591777,12534.0,1502.0,False,2018,2,20,6
D7sj7L1uLiw,4 Ton Wrecking Ball in Slow Motion - The Slow Mo Guys,The Slow Mo Guys,3601697,112597.0,4090.0,False,2017,12,22,7
DGdSlnw4D_M,Fortnite | Real Life Battle Royale!!,Team Edge,2889410,37587.0,4880.0,False,2018,5,20,8
DGhPGH2YROA,Lindsey Stirling - The Greatest Showman Medley,Lindsey Stirling,2408990,123245.0,1102.0,False,2018,3,14,14
DGzy8FE1Rhk,Shawn Mendes - Nervous,ShawnMendesVEVO,4986664,518240.0,5215.0,False,2018,6,14,3
DIBw9dSVKdU,Ralph Breaks The Internet: Wreck-It Ralph 2 Official Teaser Trailer,Walt Disney Animation Studios,22546976,295631.0,14980.0,False,2018,3,15,15
DKPCBAlDw2A,The Chainsmokers - Everybody Hates Me,ChainsmokersVEVO,15088622,385303.0,11915.0,False,2018,4,20,11
DOIw62TXYkg,GoPro Gets Melted by Lava and Survives,PetaPixel,2457408,2707.0,200.0,False,2017,11,14,1
DQQN_79QrDY,"1,000,000 Dominoes Falling is Oddly SATISFYING",Hevesh5,2787618,25712.0,2135.0,False,2017,12,10,8
DSRSgMp5X1w,"Christina Aguilera - Accelerate (Official Video) ft. Ty Dolla $ign, 2 Chainz",CAguileraVEVO,8538280,192354.0,38675.0,False,2018,5,11,8
DV1OqgHb3jc,How To Make a Vegan Curry,HowToBasic,5790135,300602.0,19537.0,False,2018,4,20,13
D_6QmL6rExk,BTS (방탄소년단) 'FAKE LOVE' Official MV (Extended ver.),ibighit,12709520,1817699.0,11949.0,False,2018,6,14,13
D_eZxSYRhco,READY PLAYER ONE - Come With Me,Warner Bros. Pictures,2953664,30865.0,1173.0,False,2018,2,24,9
Da-2h2B4faU,String Theory Explained – What is The True Nature of Reality?,Kurzgesagt – In a Nutshell,2982517,171636.0,1860.0,False,2018,3,15,14
Dan2YMDCpms,Blind Girl Describes My Face to a Police Sketch Artist!,Gabbie Hanna,8261252,364224.0,6710.0,False,2018,6,14,15
DdLYSziSXII,TWICE「Wake Me Up」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,13831320,395282.0,20532.0,False,2018,5,14,18
DgOUdtUlL24,My Pretty Little Liars Audition Tape! | Shay Mitchell,Shay Mitchell,3842533,169168.0,914.0,False,2017,12,8,4
DkeiKbqa02g,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,71017021,828626.0,36928.0,False,2018,5,25,21
E-u9uo0laA8,Joyner Lucas & Chris Brown - Stranger Things,joyner lucas,5358351,270831.0,9822.0,False,2018,3,1,4
E0cbWdlQg_8,"Love, Simon | Official Trailer 2 [HD] | 20th Century FOX",20th Century Fox,4126161,54797.0,3234.0,False,2018,1,24,8
E4c7EE8_IX0,Weezer - Africa,weezer,4682557,115240.0,5069.0,False,2018,6,14,16
E5yFcdPAGv0,Gorillaz - Humility (Official Video),Gorillaz,25016614,911150.0,30130.0,False,2018,6,14,14
E60w-0q8Y0Y,"It's true, wife and I are getting a divorce.  Here's whats next for us.",boogie2988,2910609,173772.0,9109.0,False,2018,1,1,13
EAGhzuitLXU,Ed Sheeran - Supermarket Flowers [Live from the BRITs 2018],Ed Sheeran,7061203,203630.0,3935.0,False,2018,3,7,13
EBt_88nxG4c,P!nk - Beautiful Trauma (Official Video),PinkVEVO,21545253,504791.0,21898.0,False,2017,11,30,9
EEzj0HMz5Bc,ARE MY PARENTS SMARTER THAN A 5TH GRADER?! NAH.,Liza Koshy Too,3185320,204175.0,1810.0,False,2018,3,5,7
EJ-4nFz5hjU,CONFRONTING MY MOM,shane,3411173,277250.0,4991.0,False,2017,11,30,2
EJjh19zO1lk,Zurcaroh: Golden Buzzer Worthy Aerial Dance Group Impresses Tyra Banks - America's Got Talent 2018,America's Got Talent,2835009,39657.0,960.0,False,2018,6,5,6
EKkzbbLYPuI,Lindsey Stirling - Carol of the Bells,Lindsey Stirling,4355869,184474.0,2412.0,False,2017,12,8,7
EU-eQpCqBXQ,Buying Used Things,Domics,3290220,150621.0,4161.0,False,2018,4,7,13
EbSOKsFHwU8,Charlie Puth - Done For Me (Jazz Version),Charlie Puth,2462285,151390.0,1329.0,False,2018,5,14,4
EhSXsTSNDyo,5 Seconds Of Summer - Want You Back (Official Video),5SOSVEVO,8025153,381842.0,3939.0,False,2018,4,14,12
EjW7WzozgI0,Toni Braxton - Long As I Live,ToniBraxtonVEVO,3010746,74911.0,2307.0,False,2018,4,7,12
Ek3aeUhHaFY,Primitive Technology: Lime,Primitive Technology,4289238,135901.0,1893.0,False,2018,3,20,13
Ep6-bNu16_I,I Dressed According To My Zodiac Sign For A Week,Safiya Nygaard,2828138,129998.0,1990.0,False,2017,12,16,6
Ept29ceiVfk,"Uncle Drew (2018 Movie) Teaser Trailer – Kyrie Irving, Shaquille O’Neal, Tiffany Haddish",Lionsgate Movies,7941440,45248.0,794.0,False,2018,2,23,8
F4qfN5UeFvQ,[MV] SUNMI (선미) _ Heroine (주인공),1theK (원더케이),7964424,357641.0,8055.0,False,2018,1,25,7
FFsp5b4AUTE,"Roman Reigns is brutally ambushed by Brock Lesnar: Raw, March 19, 2018",WWE,8718657,91398.0,18207.0,False,2018,3,24,4
FITSPSA8gQs,Camila Cabello - Never Be the Same (Audio),CamilaCabelloVEVO,6810173,373538.0,5228.0,False,2017,12,14,2
FL9BbzUYXjA,Dating a Sociopath | Hannah Stocking,Hannah Stocking,3951217,115174.0,5488.0,False,2018,1,5,8
FchkqXEg0qs,Nintendo @ E3 2018: Day 1,Nintendo,3238183,61841.0,3708.0,False,2018,6,13,1
FepIkIILumA,Fortnite with Ninja | Dude Perfect,Dude Perfect,18040000,484833.0,22933.0,False,2018,5,22,14
FhllRWReNEE,Melting Every Lipstick From Sephora Together,Safiya Nygaard,7645235,402569.0,9373.0,False,2018,4,22,7
FhwktRDG_aQ,WON'T YOU BE MY NEIGHBOR? - Official Trailer [HD] - In Select Theaters June 8,Focus Features,3174393,91969.0,2317.0,False,2018,4,5,16
Fj3euSYAtnc,BTS (방탄소년단) - Airplane pt.2 @BTS COMEBACK SHOW,BANGTANTV,5414339,571108.0,1976.0,False,2018,5,27,3
FlsCjmMhFmw,YouTube Rewind: The Shape of 2017 | #YouTubeRewind,YouTube Spotlight,149376127,3093544.0,1643059.0,False,2017,12,14,8
Fmdb-KmlzD8,Halo Infinite - E3 2018 - Announcement Trailer,HALO,2557709,65412.0,2264.0,False,2018,6,14,3
FwENtwtY0EI,MASSIVE Bowl of Fruity Pebbles!! (Challenge),Matt Stonie,3306586,70847.0,7339.0,False,2018,4,7,14
GABCneYEE84,Honest Trailers - Justice League,Screen Junkies,2693629,70629.0,2403.0,False,2018,2,27,7
GBTV5ekQwWw,"Stephanie McMahon sends Ronda Rousey crashing through a table: Raw, April 2, 2018",WWE,4440991,41568.0,6687.0,False,2018,4,7,4
GEB2f5dpFXs,THRIFTING BRANDS!! GOODWILL WITH GREATLIZA.,Liza Koshy,6225124,527481.0,4861.0,False,2018,1,3,13
GKBI_bVFSfs,Sturm Friederike - Grandiose Pilotenleistung am Airport Düsseldorf bei bis zu 110 km/h Seitenwind,HvdH-Plane-Spotter,5179255,28582.0,1196.0,False,2018,1,26,5
GM1QDBvzm1Y,Groupon 2018 Super Bowl Commercial | Who Wouldn't,Groupon,6855630,1394.0,323.0,False,2018,2,1,7
GfCqMv--ncA,"Kendrick Lamar, SZA - All The Stars (Audio)",KendrickLamarVEVO,5263337,192996.0,3357.0,False,2018,1,9,5
GjDK_6NtYGQ,50 TOTALLY CRAZY IDEAS YOU CAN ACTUALLY DIY,5-Minute Crafts,5712641,41838.0,5365.0,False,2017,12,23,6
GjJKdQTD1bc,John Krasinski Stalked Emily Blunt | The Graham Norton Show,The Graham Norton Show,2593188,28193.0,788.0,False,2018,4,25,12
GpxCT36DxKg,MOWGLI - Official 1st Trailer,Warner Bros. Pictures,14100194,122783.0,10980.0,False,2018,6,5,15
Gzy_nCkn88U,Samsung Galaxy S9 Review: The Perfect... Samsung!,Marques Brownlee,2695414,79708.0,2849.0,False,2018,4,3,14
H14tqKZYhgg,Castle Rock - ‘This Place’ Teaser Trailer (Official) • Castle Rock on Hulu,Hulu,4804118,960.0,26.0,False,2018,5,11,8
H7gh2fmdjCU,Calum Scott - What I Miss Most (Official Video),CalumScottVEVO,9912584,151941.0,1853.0,False,2018,6,13,27
H8bmr4oR19c,SURPRISE MARRIAGE PROPOSAL! Our 5 Year Love Story ♥,Karina Garcia,2525751,113631.0,2341.0,False,2018,3,8,12
H9wMNxbQM-4,White House Christmas Cold Open - SNL,Saturday Night Live,2798497,33819.0,6632.0,False,2017,12,4,2
HDx7dI1D1zE,What's in my Peely Bag? (Re-creating 5 of my nail peelies) / 2017 year-in-review,Simply Nailogical,2792376,168973.0,1325.0,False,2018,1,7,5
HFGzgtMyOZY,LAZY BOY Vs. TRAMPOLINE from 45m!,How Ridiculous,2454563,101380.0,3099.0,False,2018,5,14,16
HKIIgYFhQlE,G-Eazy - Sober (Audio) ft. Charlie Puth,GEazyMusicVEVO,2699114,117929.0,912.0,False,2017,12,15,7
Hgiu9cqph5Y,A Japanese Take on American Sushi,JunsKitchen,2766173,131489.0,2851.0,False,2018,5,15,18
HgknAaKNaMM,Carrie Underwood - The Champion ft. Ludacris,carrieunderwoodVEVO,7441922,112910.0,6146.0,False,2018,3,17,15
Hk5dxn5dj2M,Deep Sea Fishing Battle | Dude Perfect,Dude Perfect,17345023,415475.0,16586.0,False,2018,5,14,14
Hl0GSLcwHVs,"Whole ocean is frozen, INSANE!",Ryan Canty,3331450,19495.0,1205.0,False,2018,1,14,5
HzILu6yyA20,Death Wish | Official Trailer 2,MGM,3689210,1836.0,216.0,False,2018,1,9,5
I-BGTp-I9aU,Pen Circle Traps Ant (But How?),Reaction Time,3154859,53209.0,7623.0,False,2018,3,25,15
I3ysRfAo49k,These cops will pull you over for literally anything 🙄🙄🙄,Adam Smith,2937449,99320.0,6697.0,False,2018,2,6,6
IBVo8dfqTBc,Rey Mysterio makes a shocking return in the Royal Rumble Match: Royal Rumble 2018 (WWE Network),WWE,11509602,191913.0,3218.0,False,2018,2,4,6
IP4hs_wq5yE,"Roman Reigns addresses the Steel Cage Match controversy: Raw, April 30, 2018",WWE,3621505,48924.0,3335.0,False,2018,5,12,11
IQYLPEuAClo,Harry Styles to the Rescue!,The Late Late Show with James Corden,2464874,127288.0,1129.0,False,2017,12,15,2
IU-Fo-QEpOI,Dude Perfect Face Off | What's In The Box,Whistle Sports,3095325,40946.0,1082.0,False,2018,1,2,12
IXNrHusLXoM,Avicii - Friend Of Mine (Original Video) ft. Vargas & Lagola,AviciiOfficialVEVO,3053922,95363.0,1852.0,False,2018,1,8,6
IcDI1iWmIp8,Hotel Restaurant Refuses To Serve Ice-Cream Samples | Hotel Hell,Gordon Ramsay,5143350,48280.0,2276.0,False,2018,5,16,15
IjTBcqpl2kc,The Queen's Christmas Broadcast 2017,The Royal Family,2522343,52242.0,6285.0,False,2018,1,4,9
IlkBLwl4aBM,Shawn Mendes In My Blood (Audio),Shawn Mendes,4321512,598021.0,2990.0,False,2018,3,23,1
Isvqg90LhqM,Lucas the Spider - Captured,Lucas the Spider,5605621,214818.0,4057.0,False,2018,1,27,7
ItL6vcUrpUs,MACKLEMORE FEAT DAVE B & TRAVIS THOMPSON - CORNER STORE (Official Music Video),Macklemore LLC,4513621,138227.0,3451.0,False,2018,1,3,13
ItYOdWRo0JY,Selling My iPhone X To a Machine at Walmart,TechSmartt,3798127,44277.0,47469.0,False,2017,11,21,7
IumYMCllMsM,"Machine Gun Kelly, X Ambassadors & Bebe Rexha - Home (from Bright: The Album) [Music Video]",Atlantic Records,3202879,110088.0,1728.0,False,2017,11,29,5
J-dv_DcDD_A,ZAYN - Let Me (Official Video),ZaynVEVO,44782227,1320316.0,33742.0,False,2018,4,30,17
J0epg1oHGbM,Send this to your crush with no context,Big Marvel,2950319,262943.0,3284.0,False,2018,4,7,11
J15vfXqnwWw,Zlatan Ibrahimovic scores FIRST EVER MLS goal for LA Galaxy,Major League Soccer,5270335,56476.0,1859.0,False,2018,4,19,13
J2HytHu5VBI,we broke up,David Dobrik,33627806,2032463.0,101678.0,False,2018,6,14,9
J2m7EUwnqGg,iPhone X — Animoji: Taxi Driver — Apple,Apple,9049098,78890.0,31552.0,False,2018,6,11,10
J41qe-TM1DY,JONGHYUN 종현 '빛이 나 (Shinin’)' MV,SMTOWN,7200045,1021328.0,2716.0,False,2018,1,29,6
J6R0X6NTnSw,Meghan Trainor - No Excuses (Dance Video),MeghanTrainorVEVO,6554859,138623.0,4808.0,False,2018,4,21,11
J75enyWdbBM,David Guetta & Sia - Flames (Official Video),David Guetta,7915761,101493.0,4701.0,False,2018,4,23,11
J83sZrz9XTc,Samsung Galaxy S9 Impressions!,Marques Brownlee,3103982,105649.0,2466.0,False,2018,3,1,4
JANApS0P4z8,Casually Explained: Levels of Wealth,Casually Explained,2952730,117504.0,4117.0,False,2017,12,2,7
JBDWIGpKnwM,Dude vs. Wild - Nevada Mountains,nigahiga,2618541,153570.0,2130.0,False,2017,12,15,7
JDmse8M-3-Y,teens react to nothing.,FBE,3695752,176013.0,9983.0,False,2018,4,7,6
JNyZ49q4vrU,Buying Used Things 2,Domics,3388958,162795.0,3576.0,False,2018,6,14,21
JQbjS0_ZfJ0,"Kendrick Lamar, SZA - All The Stars",KendrickLamarVEVO,16354826,511764.0,9562.0,False,2018,2,16,10
JZ2fRE_nkak,Chocolate Expert Guesses Cheap vs. Expensive Chocolate | Price Points | Epicurious,Epicurious,3335656,60121.0,3902.0,False,2018,5,24,21
J_CFBjAyPWE,Red Velvet 레드벨벳 'Bad Boy' MV,SMTOWN,21594339,1072246.0,28662.0,False,2018,2,4,5
JcdLF6XQ0iw,PANCAKE ART CHALLENGE 4!!! Learn How To Make Mario Odyssey Star Wars Jedi Nintendo Food DIY Pancake,Collins Key,12018779,879532.0,17542.0,False,2017,12,25,8
Jcghl0lbDSk,Cantina Theme played by a pencil and a girl with too much time on her hands,Dani Ochoa,6450575,227180.0,8210.0,False,2018,1,18,7
Jodbdj52Vc0,Shawn Mendes Carpool Karaoke -- #LateLateShawn,The Late Late Show with James Corden,6908017,487402.0,2676.0,False,2018,6,7,2
JpvC3j9Qxus,Mo'Nique Speaks On Racial And Gender Inequality In Hollywood + More,Breakfast Club Power 105.1 FM,2723593,39403.0,11924.0,False,2018,3,1,6
JqfuKsoEEms,Hotel Artemis | Official Trailer [HD] | Global Road Entertainment,Global Road Entertainment,14118990,5790.0,593.0,False,2018,5,14,15
Jw1Y-zhQURU,John Lewis Christmas Ad 2017 - #MozTheMonster,John Lewis,8041928,60434.0,11437.0,False,2017,11,17,4
K0u_kAWLJOA,God of War – Story Trailer | PS4,PlayStation,2568366,95646.0,1381.0,False,2018,1,29,6
K45mFsyZxtU,Fox & Friends Cold Open - SNL,Saturday Night Live,2613507,21307.0,5113.0,False,2018,2,7,3
K5xERXE7pxI,"The Weeknd, Kendrick Lamar - Pray For Me (Audio)",KendrickLamarVEVO,5786038,260499.0,4831.0,False,2018,2,5,3
KFaMZUarksA,Demi Lovato - Sorry Not Sorry (Live From The 2017 American Music Awards),DemiLovatoVEVO,3873702,149246.0,2314.0,False,2017,11,30,8
KONe4SNFA64,Rihanna's Epic 10-Minute Guide to Going Out Makeup | Beauty Secrets | Vogue,Vogue,9233435,605954.0,5722.0,False,2018,5,14,6
KQRq9FZqNj0,"John Legend, BloodPop® - A Good Night ft. BloodPop®",johnlegendVEVO,2817973,64035.0,1340.0,False,2018,4,24,12
KUUjtUP2CrE,Carrie Underwood - Cry Pretty (Official Music Video),carrieunderwoodVEVO,4808435,54340.0,3022.0,False,2018,5,30,21
KVit4vSAMsk,TRANSFER PRANK: NFL QB Jared Goff pranks unsuspecting college football team.,Red Bull,4551606,41430.0,1018.0,False,2018,5,14,17
Kc6CIwBVo5s,Hawaiian lava flows ‘faster than a turtle’,ABC News (Australia),10277358,49782.0,3964.0,False,2018,6,3,15
Kf2-86o5S1o,Film Theory: The Bee Movie LIED To You!,The Film Theorists,5142139,128916.0,8548.0,False,2018,3,14,14
KiBS-dbv_x0,Cardi B Showed Ellen How She Got Pregnant,TheEllenShow,10523399,282075.0,6270.0,False,2018,4,23,3
KyQyz2upSgY,Casually Explained: Men's Fashion,Casually Explained,2411761,101226.0,2361.0,False,2018,3,29,15
L3ymBk6Vb04,Avengers: Infinity War Cast Sings The Marvel Bunch,The Tonight Show Starring Jimmy Fallon,8408515,331934.0,3817.0,False,2018,5,2,6
L87HuKmGwVQ,I Wore Platform Crocs For A Week,Safiya Nygaard,4269447,185468.0,2450.0,False,2018,5,14,18
LN-m0Ci8MZ8,How To Make Geometric Pies by lokokitchen,Tasty,2451830,57922.0,1527.0,False,2018,3,29,14
LNHkxOU7zz8,French Montana - Famous,FrenchMontanaVEVO,4594686,135774.0,4939.0,False,2018,1,25,7
LS5ZSkHUqBQ,Step Up: High Water | OFFICIAL TRAILER,Step Up: High Water,4829710,11408.0,2277.0,False,2017,12,28,9
LU6xDgpnIyM,CONFRONTING MY DAD,shane,4605055,496499.0,3622.0,False,2017,12,7,7
LdhQzXHYLZ4,Italian Election: Last Week Tonight with John Oliver (HBO),LastWeekTonight,3848607,108396.0,6272.0,False,2018,3,1,2
LfeEu4_vtfQ,Trying $1 Makeup From Wish,Safiya Nygaard,5558317,193454.0,4130.0,False,2018,6,14,13
LgmxMuW6Fsc,OK Go - Obsession - Official Video,OK Go,7967275,91200.0,4803.0,False,2017,12,1,7
Lj6Y6JCu-l4,"Zedd, Maren Morris, Grey - The Middle (Lyric Video)",ZEDDVEVO,2705268,120923.0,1843.0,False,2018,1,28,5
LnFsp6iM5dg,Transforming a Homeless Womans Life... **EXTREMELY EMOTIONAL**,FaZe Rug,2519858,150582.0,10274.0,False,2018,5,14,19
LqU9CdPs6ek,I Wore $5 Clothes From Romwe For A Week,Safiya Nygaard,4134994,170593.0,2294.0,False,2018,3,21,7
LryQJ25CnKU,Jennifer Lopez - El Anillo (Official Video),JenniferLopezVEVO,41446137,502519.0,78095.0,False,2018,5,14,15
LsoLEjrDogU,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],Bruno Mars,57951412,1919583.0,73239.0,False,2018,1,12,7
LtpqdJkoKm8,COLLEGE KIDS REACT TO THIS IS AMERICA - CHILDISH GAMBINO,FBE,4919175,135420.0,9449.0,False,2018,5,20,8
LvC8VzCcI88,LaurDIY and Alex Wassabi's Epic Two-Tone Room Makeover!,Mr. Kate,2480760,135983.0,1468.0,False,2018,2,24,9
LxoGNkLpgZk,Iggy Azalea - Savior (Lyric Video) ft. Quavo,iggyazaleamusicVEVO,2839135,109630.0,9652.0,False,2018,2,9,7
M3mJkSqZbX4,"Zedd, Maren Morris, Grey - The Middle (Official Music Video)",ZEDDVEVO,5578495,62112.0,8151.0,False,2018,2,4,7
M4ZoCHID9GI,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,122544931,1427436.0,40837.0,False,2018,5,14,19
M4vnmgZLA8s,Justin Timberlake - Supplies (Official Video),justintimberlakeVEVO,9164600,196128.0,24541.0,False,2018,1,25,7
M79o2UejYKo,DOLLAR STORE DIY CHALLENGE,LaurDIY,2763416,101597.0,2308.0,False,2018,6,10,21
MAjY8mCTXWk,"周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV 發燒影片華語地區蟬聯第一 美國直衝前二",杰威爾音樂 JVR Music,21957640,140214.0,10716.0,False,2018,6,11,29
MEcc8e7WwXg,"First kiss, epic carriage ride! | Prince Harry and Meghan Markle - The Royal Wedding - BBC",BBC,3558834,20263.0,2590.0,False,2018,6,2,13
MFWF9dU5Zc0,OCEAN'S 8 - Official 1st Trailer,Warner Bros. Pictures,9039407,89974.0,46609.0,False,2017,12,26,7
MIQKlHSD89E,Tiny Donkey Thinks He's Actually A Dog  | The Dodo,The Dodo,4218040,118478.0,1257.0,False,2018,4,7,12
MLVcmQ62luE,I Tried Cutting My Hair Off With A Sword Like Mulan,Boldly,7965486,207832.0,19422.0,False,2018,1,26,5
MWbQdgjsvJI,MAKING A DRESS OUT OF TRASH BAGS!,Amber Scholl,2977964,148945.0,4316.0,False,2018,5,14,16
McRNSFGwqtY,MY 98 YEAR OLD DAD'S REACTION WHEN HE FINDS OUT HOW OLD HE REALLY IS! (WARNING:FOUL LANGUAGE),Pinball Wiz,4719807,164227.0,1764.0,False,2018,2,18,9
Mgfe5tIwOj0,Dua Lipa - IDGAF (Official Music Video),Dua Lipa,27335197,1260110.0,32962.0,False,2018,1,19,7
Mhzmc7LRIGo,Opposite Twins Swap Lives for a Day!,Niki and Gabi,3343908,99337.0,2915.0,False,2018,1,31,6
Ml9v3wHLuWI,Will Smith Tries Online Dating,Will Smith,8734726,258964.0,6591.0,False,2018,4,18,14
MsQb18nU2hA,MY APARTMENT TOUR!!,James Charles,5420474,239789.0,10299.0,False,2018,6,14,8
MuPL-PSMX0Q,World's Longest LEGO Walk | Dude Perfect,Dude Perfect,19412787,479898.0,22610.0,False,2018,3,14,9
MvFcY9rTPx8,Michigan Meteor Jan 16 2018,Mike Austin,5755949,43802.0,3771.0,False,2018,1,25,9
MvIwx0JThsk,"Taylor Swift, BloodPop® - …Ready For It? (BloodPop® Remix)(Lyric Video)",TaylorSwiftVEVO,3256799,185999.0,5538.0,False,2017,12,21,7
My4RA5I0FKs,Liquid Sand Hot Tub- Fluidized air bed,Mark Rober,10505035,238584.0,6316.0,False,2017,12,7,8
N39uwTykTQk,THE BICYCLE OF SPRINGS,colinfurze,6169981,164550.0,10730.0,False,2018,6,14,13
NHZr6P1csiY,and the day goes on,bill wurtz,2476190,195545.0,2615.0,False,2018,5,15,18
NJAtY43vsl8,Khloé Kardashian Reveals Pregnancy & Delivery Details,Jimmy Kimmel Live,2985521,37345.0,2946.0,False,2018,1,9,4
NYMcACJLqJs,Bebe Rexha - Ferrari [Official Lyric Video],Bebe Rexha,11415161,88781.0,3586.0,False,2018,5,14,11
NaY91YjVbEM,Musical Genre Challenge with Ariana Grande,The Tonight Show Starring Jimmy Fallon,7172963,265719.0,3950.0,False,2018,5,3,1
Nk5yOFCsNeE,$360 KYLIE COSMETICS BRUSHES TESTED! HONEST AF REVIEW!,Manny Mua,3096627,143831.0,3274.0,False,2017,12,19,1
NooW_RbfdWI,Jurassic World: Fallen Kingdom - Official Trailer #2 [HD],Universal Pictures,21113889,254342.0,7076.0,False,2018,2,14,10
NsFna-Z1MjU,Nintendo Direct 3.8.2018,Nintendo,3383861,76615.0,3502.0,False,2018,3,22,14
NukmFF__G-g,Mason Ramsey - Famous [Lyric Video],Mason Ramsey,12907907,490249.0,30218.0,False,2018,5,14,15
O8bszsJ0D7I,I Bought 5 Knockoff Tech Products From Wish,Safiya Nygaard,3607347,150360.0,1708.0,False,2018,1,18,4
O92pekaban8,13 Reasons Why: Season 2 | Date Announcement [HD] | Netflix,Netflix,2670485,117768.0,4928.0,False,2018,5,2,2
OAGfx7eB3gA,How to pick up a cat like a pro - Vet advice on cat handling.,Helpful Vancouver Vet,3612568,107558.0,2775.0,False,2018,5,25,22
OJzpoj_NxqQ,"Stefon Diggs Makes Miracle TD Catch on Last Play, Vikings Win! 🦄 | Can't-Miss Play | NFL HLs",NFL,3112787,32579.0,2079.0,False,2018,1,20,5
OK3GJ0WIQ8s,j-hope 'Daydream (백일몽)' MV,ibighit,23416810,2672431.0,29088.0,False,2018,3,6,5
OL4LNg-iyY4,P!nk - Wild Hearts Can't Be Broken (Official Video),PinkVEVO,3509938,123947.0,1945.0,False,2018,2,6,8
OQkfDJ2zVNo,Trump Calls Non-White Countries S**tholes: The Daily Show,The Daily Show with Trevor Noah,4089878,63682.0,20515.0,False,2018,1,18,6
OXVm3fhYsEo,KYLIE COSMETICS X KRIS JENNER COLLECTION | SWATCHES & DEMO,Jaclyn Hill,2955872,115014.0,6974.0,False,2018,6,2,22
OZsYiWBgFOk,"The Spy Who Dumped Me (2018 Movie) Teaser Trailer – Mila Kunis, Kate McKinnon, Sam Heughan",Lionsgate Movies,5229704,12469.0,2764.0,False,2018,4,6,15
Oapebl0bADA,Khalid - Saved (Official Video),KhalidVEVO,2664218,119473.0,1524.0,False,2017,12,22,8
ObIQ0s02UHg,Jason Derulo - Tip Toe feat. French Montana (Official Lyric Video),Jason Derulo,2954882,52519.0,2453.0,False,2017,11,17,4
OdpHOc7vqHA,Testing Nail Products from Wish Nails Remove Toes Hollow Nail Polish Peel-off Nails Wish Buy Now,Simply Nailogical,3336924,117732.0,1654.0,False,2017,12,8,4
Of9GOMM9HPg,Nintendo Labo,videogamedunkey,2703619,131994.0,5149.0,False,2018,5,30,22
OkFdqqyI8y4,The Elder Scrolls VI – Official E3 Announcement Teaser,Bethesda Softworks,5254340,153440.0,2266.0,False,2018,6,14,3
OrnpSe4OChM,Mean Tweets – Avengers Edition,Jimmy Kimmel Live,8751813,215764.0,6265.0,False,2018,5,3,2
OylDdm-6ZH0,I TRIED FOLLOWING A SIMPLY NAILOGICAL MAKEUP TUTORIAL... WOW!,NikkieTutorials,3266039,203349.0,4370.0,False,2018,3,24,14
